"ANALYTE","COLOR","CSO","DATA","POSTED","SAMPLE_DATE","SOURCE"
"COLI_TOTAL","","",">24196","","2018-01-10 00:00:00","BAY#301.1_SL"
"ENTERO","","","2723","","2018-01-10 00:00:00","BAY#301.1_SL"
"COLI_E","","","1145","","2018-01-09 00:00:00","BAY#301.1_SL"
"COLI_TOTAL","","","19863","","2018-01-09 00:00:00","BAY#301.1_SL"
"ENTERO","","","4352","","2018-01-09 00:00:00","BAY#301.1_SL"
"COLI_E","","","2851","","2018-01-08 00:00:00","BAY#301.1_SL"
"COLI_TOTAL","","",">24196","","2018-01-08 00:00:00","BAY#301.1_SL"
"ENTERO","","","1616","","2018-01-08 00:00:00","BAY#301.1_SL"
"COLI_E","","","86","","2018-01-03 00:00:00","BAY#301.1_SL"
"COLI_TOTAL","","","624","","2018-01-03 00:00:00","BAY#301.1_SL"
"ENTERO","","","41","","2018-01-03 00:00:00","BAY#301.1_SL"
"COLI_E","","","332","","2018-01-02 00:00:00","BAY#301.1_SL"
"COLI_TOTAL","","","5475","","2018-01-02 00:00:00","BAY#301.1_SL"
"ENTERO","","","350","","2018-01-02 00:00:00","BAY#301.1_SL"
"COLI_E","","","<10","","2018-03-27 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","85","","2018-03-27 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-03-27 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-03-26 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","<10","","2018-03-26 00:00:00","BAY#301.2_SL"
"ENTERO","","","187","","2018-03-26 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-03-19 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","<10","","2018-03-19 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","BAY#301.2_SL"
"COLI_E","","","31","","2018-03-12 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","52","","2018-03-12 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-03-05 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","31","","2018-03-05 00:00:00","BAY#301.2_SL"
"ENTERO","","","10","","2018-03-05 00:00:00","BAY#301.2_SL"
"COLI_E","","","10","","2018-02-27 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","132","","2018-02-27 00:00:00","BAY#301.2_SL"
"ENTERO","","","10","","2018-02-27 00:00:00","BAY#301.2_SL"
"COLI_E","","","31","","2018-02-26 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","97","","2018-02-26 00:00:00","BAY#301.2_SL"
"ENTERO","","","359","","2018-02-26 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-02-20 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","1355","","2018-02-20 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-02-12 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","<10","","2018-02-12 00:00:00","BAY#301.2_SL"
"ENTERO","","","10","","2018-02-12 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-02-05 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","<10","","2018-02-05 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-02-05 00:00:00","BAY#301.2_SL"
"COLI_E","","","341","","2018-01-29 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","644","","2018-01-29 00:00:00","BAY#301.2_SL"
"ENTERO","","","86","","2018-01-29 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-01-22 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","<10","","2018-01-22 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-01-22 00:00:00","BAY#301.2_SL"
"COLI_E","","","<10","","2018-01-16 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","52","","2018-01-16 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-01-16 00:00:00","BAY#301.2_SL"
"COLI_E","","","226","","2018-01-10 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","1137","","2018-01-10 00:00:00","BAY#301.2_SL"
"ENTERO","","","52","","2018-01-10 00:00:00","BAY#301.2_SL"
"COLI_E","","","121","","2018-01-09 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","573","","2018-01-09 00:00:00","BAY#301.2_SL"
"ENTERO","","","395","","2018-01-09 00:00:00","BAY#301.2_SL"
"COLI_E","","","10","","2018-01-08 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","30","","2018-01-08 00:00:00","BAY#301.2_SL"
"ENTERO","","","30","","2018-01-08 00:00:00","BAY#301.2_SL"
"COLI_E","","","10","","2018-01-02 00:00:00","BAY#301.2_SL"
"COLI_TOTAL","","","20","","2018-01-02 00:00:00","BAY#301.2_SL"
"ENTERO","","","<10","","2018-01-02 00:00:00","BAY#301.2_SL"
"COLI_E","","","31","","2018-03-26 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","1187","","2018-03-26 00:00:00","BAY#320_SL"
"ENTERO","","","20","","2018-03-26 00:00:00","BAY#320_SL"
"COLI_E","","","171","","2018-03-19 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","1236","","2018-03-19 00:00:00","BAY#320_SL"
"ENTERO","","","73","","2018-03-19 00:00:00","BAY#320_SL"
"COLI_E","","","20","","2018-03-14 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","1137","","2018-03-14 00:00:00","BAY#320_SL"
"ENTERO","","","10","","2018-03-14 00:00:00","BAY#320_SL"
"COLI_E","","","52","","2018-03-13 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","3654","","2018-03-13 00:00:00","BAY#320_SL"
"ENTERO","","","213","","2018-03-13 00:00:00","BAY#320_SL"
"COLI_E","","","10","","2018-03-12 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","41","","2018-03-12 00:00:00","BAY#320_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","BAY#320_SL"
"COLI_E","","","10","","2018-03-05 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","318","","2018-03-05 00:00:00","BAY#320_SL"
"ENTERO","","","<10","","2018-03-05 00:00:00","BAY#320_SL"
"COLI_E","","","20","","2018-02-26 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","97","","2018-02-26 00:00:00","BAY#320_SL"
"ENTERO","","","<10","","2018-02-26 00:00:00","BAY#320_SL"
"COLI_E","","","31","","2018-02-20 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","1585","","2018-02-20 00:00:00","BAY#320_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","BAY#320_SL"
"COLI_E","","","20","","2018-02-12 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","63","","2018-02-12 00:00:00","BAY#320_SL"
"ENTERO","","","10","","2018-02-12 00:00:00","BAY#320_SL"
"COLI_E","","","84","","2018-02-05 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","8664","","2018-02-05 00:00:00","BAY#320_SL"
"ENTERO","","","<10","","2018-02-05 00:00:00","BAY#320_SL"
"COLI_E","","","20","","2018-01-29 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","63","","2018-01-29 00:00:00","BAY#320_SL"
"ENTERO","","","<10","","2018-01-29 00:00:00","BAY#320_SL"
"COLI_E","","","75","","2018-01-22 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","1178","","2018-01-22 00:00:00","BAY#320_SL"
"ENTERO","","","10","","2018-01-22 00:00:00","BAY#320_SL"
"COLI_E","","","<10","","2018-01-16 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","259","","2018-01-16 00:00:00","BAY#320_SL"
"ENTERO","","","10","","2018-01-16 00:00:00","BAY#320_SL"
"COLI_E","","","213","","2018-01-12 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","3448","","2018-01-12 00:00:00","BAY#320_SL"
"ENTERO","","","<10","","2018-01-12 00:00:00","BAY#320_SL"
"COLI_E","","","554","","2018-01-11 00:00:00","BAY#320_SL"
"COLI_TOTAL","","",">24196","","2018-01-11 00:00:00","BAY#320_SL"
"ENTERO","","","86","","2018-01-11 00:00:00","BAY#320_SL"
"COLI_E","","","8164","","2018-01-10 00:00:00","BAY#320_SL"
"COLI_TOTAL","","",">24196","","2018-01-10 00:00:00","BAY#320_SL"
"ENTERO","","","480","","2018-01-10 00:00:00","BAY#320_SL"
"COLI_E","","","6488","","2018-01-09 00:00:00","BAY#320_SL"
"COLI_TOTAL","","",">24196","","2018-01-09 00:00:00","BAY#320_SL"
"ENTERO","","","697","","2018-01-09 00:00:00","BAY#320_SL"
"COLI_E","","","24196","","2018-01-08 00:00:00","BAY#320_SL"
"COLI_TOTAL","","",">24196","","2018-01-08 00:00:00","BAY#320_SL"
"ENTERO","","","8664","","2018-01-08 00:00:00","BAY#320_SL"
"COLI_E","","","10","","2018-01-02 00:00:00","BAY#320_SL"
"COLI_TOTAL","","","185","","2018-01-02 00:00:00","BAY#320_SL"
"ENTERO","","","10","","2018-01-02 00:00:00","BAY#320_SL"
"COLI_E","","","<10","","2018-03-26 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","20","","2018-03-26 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-03-26 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","10","","2018-03-19 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","52","","2018-03-19 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","20","","2018-03-12 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","85","","2018-03-12 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","10","","2018-03-05 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","63","","2018-03-05 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-03-05 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-03-04 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","20","","2018-03-04 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","292","","2018-03-04 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-03-03 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","836","","2018-03-03 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","10","","2018-03-03 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","98","","2018-03-02 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","256","","2018-03-02 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","7701","","2018-03-02 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","86","","2018-03-01 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","789","","2018-03-01 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","52","","2018-03-01 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-02-26 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","97","","2018-02-26 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","10","","2018-02-26 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-02-20 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","10","","2018-02-20 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","52","","2018-02-12 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","63","","2018-02-12 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","31","","2018-02-12 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-02-06 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","10","","2018-02-06 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-02-06 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","2098","","2018-02-05 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","2187","","2018-02-05 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","41","","2018-02-05 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","10","","2018-01-29 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","52","","2018-01-29 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-01-29 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-01-25 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","30","","2018-01-25 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","98","","2018-01-25 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","63","","2018-01-24 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","2382","","2018-01-24 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","20","","2018-01-24 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-01-23 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","134","","2018-01-23 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-01-23 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-01-22 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","85","","2018-01-22 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","10","","2018-01-22 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","20","","2018-01-16 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","98","","2018-01-16 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-01-16 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","10","","2018-01-12 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","41","","2018-01-12 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","10","","2018-01-12 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","41","","2018-01-11 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","86","","2018-01-11 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","<10","","2018-01-11 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","52","","2018-01-10 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","197","","2018-01-10 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","10","","2018-01-10 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","259","","2018-01-09 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","988","","2018-01-09 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","52","","2018-01-09 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-01-08 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","175","","2018-01-08 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","41","","2018-01-08 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","10","","2018-01-04 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","30","","2018-01-04 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","10","","2018-01-04 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","<10","","2018-01-03 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","<10","","2018-01-03 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","10","","2018-01-03 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","84","","2018-01-02 00:00:00","OCEAN#15EAST_SL"
"COLI_TOTAL","","","119","","2018-01-02 00:00:00","OCEAN#15EAST_SL"
"ENTERO","","","41","","2018-01-02 00:00:00","OCEAN#15EAST_SL"
"COLI_E","","","20","","2018-03-26 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","882","","2018-03-26 00:00:00","OCEAN#15_SL"
"ENTERO","","","<10","","2018-03-26 00:00:00","OCEAN#15_SL"
"COLI_E","","","20","","2018-03-19 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","226","","2018-03-19 00:00:00","OCEAN#15_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","OCEAN#15_SL"
"COLI_E","","","<10","","2018-03-12 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","41","","2018-03-12 00:00:00","OCEAN#15_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","OCEAN#15_SL"
"COLI_E","","","122","","2018-03-05 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","8164","","2018-03-05 00:00:00","OCEAN#15_SL"
"ENTERO","","","73","","2018-03-05 00:00:00","OCEAN#15_SL"
"COLI_E","","","187","","2018-03-04 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","5475","","2018-03-04 00:00:00","OCEAN#15_SL"
"ENTERO","","","144","","2018-03-04 00:00:00","OCEAN#15_SL"
"COLI_E","","","63","","2018-03-03 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","1169","","2018-03-03 00:00:00","OCEAN#15_SL"
"ENTERO","","","121","","2018-03-03 00:00:00","OCEAN#15_SL"
"COLI_E","","","85","","2018-03-02 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","1153","","2018-03-02 00:00:00","OCEAN#15_SL"
"ENTERO","","","683","","2018-03-02 00:00:00","OCEAN#15_SL"
"COLI_E","","","435","","2018-03-01 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","24196","","2018-03-01 00:00:00","OCEAN#15_SL"
"ENTERO","","","309","","2018-03-01 00:00:00","OCEAN#15_SL"
"COLI_E","","","<10","","2018-02-26 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","266","","2018-02-26 00:00:00","OCEAN#15_SL"
"ENTERO","","","10","","2018-02-26 00:00:00","OCEAN#15_SL"
"COLI_E","","","20","","2018-02-20 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","3076","","2018-02-20 00:00:00","OCEAN#15_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","OCEAN#15_SL"
"COLI_E","","","<10","","2018-02-12 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","74","","2018-02-12 00:00:00","OCEAN#15_SL"
"ENTERO","","","10","","2018-02-12 00:00:00","OCEAN#15_SL"
"COLI_E","","","20","","2018-02-06 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","249","","2018-02-06 00:00:00","OCEAN#15_SL"
"ENTERO","","","10","","2018-02-06 00:00:00","OCEAN#15_SL"
"COLI_E","","","84","","2018-02-05 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","2924","","2018-02-05 00:00:00","OCEAN#15_SL"
"ENTERO","","","31","","2018-02-05 00:00:00","OCEAN#15_SL"
"COLI_E","","","52","","2018-01-29 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","2755","","2018-01-29 00:00:00","OCEAN#15_SL"
"ENTERO","","","20","","2018-01-29 00:00:00","OCEAN#15_SL"
"COLI_E","","","10","","2018-01-25 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","7701","","2018-01-25 00:00:00","OCEAN#15_SL"
"ENTERO","","","<10","","2018-01-25 00:00:00","OCEAN#15_SL"
"COLI_E","","","246","","2018-01-24 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","9208","","2018-01-24 00:00:00","OCEAN#15_SL"
"ENTERO","","","122","","2018-01-24 00:00:00","OCEAN#15_SL"
"COLI_E","","","52","","2018-01-23 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","1607","","2018-01-23 00:00:00","OCEAN#15_SL"
"ENTERO","","","75","","2018-01-23 00:00:00","OCEAN#15_SL"
"COLI_E","","","98","","2018-01-22 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","9804","","2018-01-22 00:00:00","OCEAN#15_SL"
"ENTERO","","","110","","2018-01-22 00:00:00","OCEAN#15_SL"
"COLI_E","","","73","","2018-01-16 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","288","","2018-01-16 00:00:00","OCEAN#15_SL"
"ENTERO","","","20","","2018-01-16 00:00:00","OCEAN#15_SL"
"COLI_E","","","<10","","2018-01-12 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","52","","2018-01-12 00:00:00","OCEAN#15_SL"
"ENTERO","","","<10","","2018-01-12 00:00:00","OCEAN#15_SL"
"COLI_E","","","158","","2018-01-11 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","4352","","2018-01-11 00:00:00","OCEAN#15_SL"
"ENTERO","","","187","","2018-01-11 00:00:00","OCEAN#15_SL"
"COLI_E","","","173","","2018-01-10 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","3255","","2018-01-10 00:00:00","OCEAN#15_SL"
"ENTERO","","","256","","2018-01-10 00:00:00","OCEAN#15_SL"
"COLI_E","","","171","","2018-01-09 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","4106","","2018-01-09 00:00:00","OCEAN#15_SL"
"ENTERO","","","223","","2018-01-09 00:00:00","OCEAN#15_SL"
"COLI_E","","","1291","","2018-01-08 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","24196","","2018-01-08 00:00:00","OCEAN#15_SL"
"ENTERO","","","2400","","2018-01-08 00:00:00","OCEAN#15_SL"
"COLI_E","","","10","","2018-01-04 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","10","","2018-01-04 00:00:00","OCEAN#15_SL"
"ENTERO","","","20","","2018-01-04 00:00:00","OCEAN#15_SL"
"COLI_E","","","52","","2018-01-03 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","1334","","2018-01-03 00:00:00","OCEAN#15_SL"
"ENTERO","","","836","","2018-01-03 00:00:00","OCEAN#15_SL"
"COLI_E","","","135","","2018-01-02 00:00:00","OCEAN#15_SL"
"COLI_TOTAL","","","816","","2018-01-02 00:00:00","OCEAN#15_SL"
"ENTERO","","","183","","2018-01-02 00:00:00","OCEAN#15_SL"
"COLI_E","","","<10","","2018-03-26 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","<10","","2018-03-26 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-03-26 00:00:00","OCEAN#16_SL"
"COLI_E","","","<10","","2018-03-19 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","10","","2018-03-19 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","OCEAN#16_SL"
"COLI_E","","","10","","2018-03-12 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","226","","2018-03-12 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","OCEAN#16_SL"
"COLI_E","","","<10","","2018-03-05 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","10","","2018-03-05 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-03-05 00:00:00","OCEAN#16_SL"
"COLI_E","","","20","","2018-03-01 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","109","","2018-03-01 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-03-01 00:00:00","OCEAN#16_SL"
"COLI_E","","","<10","","2018-02-26 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","63","","2018-02-26 00:00:00","OCEAN#16_SL"
"ENTERO","","","10","","2018-02-26 00:00:00","OCEAN#16_SL"
"COLI_E","","","<10","","2018-02-20 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","<10","","2018-02-20 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","OCEAN#16_SL"
"COLI_E","","","10","","2018-02-12 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","20","","2018-02-12 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-02-12 00:00:00","OCEAN#16_SL"
"COLI_E","","","<10","","2018-02-05 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","<10","","2018-02-05 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-02-05 00:00:00","OCEAN#16_SL"
"COLI_E","","","<10","","2018-01-29 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","41","","2018-01-29 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-01-29 00:00:00","OCEAN#16_SL"
"COLI_E","","","20","","2018-01-24 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","327","","2018-01-24 00:00:00","OCEAN#16_SL"
"ENTERO","","","20","","2018-01-24 00:00:00","OCEAN#16_SL"
"COLI_E","","","20","","2018-01-22 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","52","","2018-01-22 00:00:00","OCEAN#16_SL"
"ENTERO","","","<10","","2018-01-22 00:00:00","OCEAN#16_SL"
"COLI_E","","","10","","2018-01-16 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","173","","2018-01-16 00:00:00","OCEAN#16_SL"
"ENTERO","","","74","","2018-01-16 00:00:00","OCEAN#16_SL"
"COLI_E","","","243","","2018-01-09 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","1607","","2018-01-09 00:00:00","OCEAN#16_SL"
"ENTERO","","","52","","2018-01-09 00:00:00","OCEAN#16_SL"
"COLI_E","","","10","","2018-01-08 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","109","","2018-01-08 00:00:00","OCEAN#16_SL"
"ENTERO","","","110","","2018-01-08 00:00:00","OCEAN#16_SL"
"COLI_E","","","63","","2018-01-02 00:00:00","OCEAN#16_SL"
"COLI_TOTAL","","","97","","2018-01-02 00:00:00","OCEAN#16_SL"
"ENTERO","","","10","","2018-01-02 00:00:00","OCEAN#16_SL"
"COLI_E","","","<10","","2018-03-26 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","<10","","2018-03-26 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-03-26 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-03-19 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","<10","","2018-03-19 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-03-12 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","20","","2018-03-12 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","OCEAN#17_SL"
"COLI_E","","","10","","2018-03-05 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","10","","2018-03-05 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-03-05 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-03-01 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","41","","2018-03-01 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-03-01 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-02-26 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","10","","2018-02-26 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-02-26 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-02-20 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","<10","","2018-02-20 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-02-12 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","31","","2018-02-12 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-02-12 00:00:00","OCEAN#17_SL"
